genera	gene_id
Anaerofustis	YES1
Faecalibacterium	PRKCG
Dialister	ROCK2
Salmonella	ICK
Clostridium	SPTLC3
Lactobacillus	ALDH1A2
Leuconostoc	OAT
Bacteroides	CDK15
Pseudoflavonifractor	IKBKB
Coprococcus	FYN
Oxalobacter	TYMS
Megasphaera	ACHE
Peptostreptococcus	STK39
Parabacteroides	MYLK3
Acidaminococcus	EGFR
Lactobacillus	SLC22A4
Treponema	GATB
Blautia	ARG1
Veillonella	TOP2B
Dorea	AGXT2
Fusobacterium	GGT1
Mitsuokella	ABCA1
Slackia	AURKB
Coprococcus	SLC13A2
Anaerofustis	NEK4
Coprococcus	SERPINA5
Clostridium	BRAF
Leuconostoc	GPX7
Helicobacter	GMPS
Methanobrevibacter	ATP1A3
Sutterella	PHGDH
Helicobacter	CYP3A4
Citrobacter	DLD
Haemophilus	SLC37A4
Roseburia	AKR1B1
Selenomonas	PRKCA
Enterococcus	PFAS
Desulfovibrio	NPR1
Proteus	POLR2A
Fusobacterium	DHRS4
Odoribacter	EEF1A1
Anaerococcus	CAMK1G
Bifidobacterium	ROCK2
Escherichia	SLK
Anaerotruncus	EPHA7
Holdemania	MAP2K1
Slackia	RAF1
Odoribacter	OXCT2
Proteus	FECH
Desulfovibrio	IARS2
Peptoniphilus	HSD17B4
Phascolarctobacterium	AADAT
Streptococcus	AADAT
Bifidobacterium	PC
Coprococcus	ACSS1
Prevotella	BCHE
Enterococcus	CDK15
Eubacterium	SBK1
Providencia	HSD11B2
Leuconostoc	SDS
Atopobium	ADA
Comamonas	SUCLA2
Clostridium	CBS
Clostridium	PLK3
Eubacterium	IARS
Lactococcus	MAT1A
Providencia	ABCB1
Peptoniphilus	IMPA1
Dorea	SIK1
Anaerostipes	NDUFV1
Proteus	NDUFS3
Megasphaera	ALDH1A2
Acidaminococcus	MKNK2
Blautia	SLC7A11
Odoribacter	SLC47A1
Megasphaera	SLC22A4
Granulicatella	LDHAL6B
Lactococcus	MME
Lactobacillus	EPHA7
Fusobacterium	ABCB11
Anaerococcus	MYLK4
Peptostreptococcus	PTK2
Granulicatella	TAOK2
Atopobium	LYN
Butyrivibrio	ULK3
Leuconostoc	MYLK2
Bifidobacterium	HARS
Eubacterium	RDH13
Alistipes	PDXP
Eubacterium	ERBB2
Victivallis	AKR1B10
Akkermansia	FRK
Eubacterium	SLC6A2
Enterobacter	KCNF1
Peptoniphilus	PLK4
Atopobium	ABCC1
Coprobacillus	FPGS
Selenomonas	NEK3
Faecalibacterium	GANAB
Ruminococcus	SYK
Atopobium	EIF2AK2
Actinomyces	ATP1A1
Comamonas	PFAS
Atopobium	MELK
Bacteroides	SERPINA6
Providencia	GPD1
Parabacteroides	SIK2
Haemophilus	VARS
Eggerthella	ALDH1A2
Oribacterium	TNNI3K
Pseudoflavonifractor	PAK3
Oribacterium	LDHC
Faecalibacterium	NARS2
Pyramidobacter	PDHA2
Haemophilus	DHFR
Turicibacter	NUAK1
Peptoniphilus	SLC6A1
Treponema	MAST1
Selenomonas	DAPK3
Veillonella	TXNRD1
Bacteroides	PHYKPL
Acidaminococcus	NSDHL
Acidaminococcus	EHHADH
Peptoniphilus	PRKACA
Treponema	NARS2
Anaerotruncus	JAK2
Actinomyces	EPHA6
Megasphaera	EPHA7
Escherichia	KCND1
Anaerofustis	NUAK2
Providencia	HSP90B1
Blautia	OAT
Faecalibacterium	DHRS4
Oribacterium	PRKCD
Dorea	RPS6KA3
Anaerostipes	HCK
Victivallis	HSD17B2
Eggerthella	SERPINB2
Weissella	PDPK1
Fusobacterium	NDUFV1
Acidaminococcus	IRAK4
Coprobacillus	CSK
Leuconostoc	HIBADH
Actinomyces	PRKCB
Actinomyces	STK24
Bilophila	ABCB1
Proteus	ALAS1
Anaerococcus	ALDH5A1
Lactobacillus	JAK2
Peptostreptococcus	AURKC
Solobacterium	SLC7A2
Phascolarctobacterium	MAPK9
Streptococcus	MAPK9
Escherichia	MATK
Oribacterium	PPAT
Desulfovibrio	FPGS
Lactobacillus	DNMT1
Parabacteroides	KYAT1
Collinsella	PFAS
Anaerofustis	FYN
Ruminococcus	MAP3K15
Lactobacillus	ABCC2
Faecalibacterium	DHODH
Klebsiella	CA5A
Clostridium	TTK
Faecalibacterium	ABCB11
Mitsuokella	NUAK1
Akkermansia	SCLY
Eubacterium	LDHAL6B
Roseburia	LDHAL6A
Collinsella	CDK15
Subdoligranulum	HSPA5
Turicibacter	IMPDH2
Solobacterium	PYGM
Treponema	MAP4K5
Providencia	PCCB
Treponema	DHODH
Pseudoflavonifractor	CDK4
Anaerostipes	LRRK2
Eubacterium	SLC6A4
Campylobacter	VARS
Citrobacter	WARS2
Salmonella	SBK1
Bifidobacterium	HAL
Victivallis	MAP4K3
Coprococcus	ROCK1
Blautia	MYLK2
Aeromonas	PYGL
Pseudoflavonifractor	SERPINE1
Enterobacter	IMPDH1
Roseburia	HSD11B2
Megasphaera	JAK2
Acidaminococcus	GSK3B
Butyrivibrio	MAP2K5
Eggerthella	GART
Aeromonas	PKM
Faecalibacterium	EPHB2
Dorea	MAP3K1
Prevotella	CES1
Clostridium	SLC1A6
Butyrivibrio	MAP2K6
Parabacteroides	PRKCA
Slackia	MYLK3
Desulfovibrio	CSK
Eubacterium	PCSK9
Bilophila	HSP90B1
Parabacteroides	PRKACB
Butyrivibrio	VARS
Selenomonas	HSP90B1
Acidaminococcus	FGFR3
Treponema	EPHB2
Megasphaera	ABCC2
Atopobium	OXSR1
Peptoniphilus	STK39
Peptoniphilus	FER
Weissella	PIM1
Peptostreptococcus	ADSSL1
Treponema	CHUK
Lactococcus	DARS2
Solobacterium	STK38L
Peptoniphilus	JAK3
Veillonella	EPHA2
Atopobium	STK36
Ruminococcus	RDH12
Porphyromonas	ACSL3
Weissella	DARS2
Selenomonas	NEK11
Olsenella	EEF1A1
Bifidobacterium	CS
Haemophilus	ALDH1A1
Mitsuokella	IMPDH2
Coprococcus	MYLK
Subdoligranulum	ACADSB
Alistipes	NDUFS7
Oribacterium	ABCA1
Roseburia	GPD1
Victivallis	ABCA1
Peptostreptococcus	IARS2
Pseudoflavonifractor	EGFR
Turicibacter	GPX7
Akkermansia	FES
Providencia	SLC5A2
Dialister	NT5E
Akkermansia	MAPK1
Helicobacter	IMPDH1
Granulicatella	AURKA
Clostridium	HSD17B6
Veillonella	ALDH6A1
Gemella	HSD11B1
Porphyromonas	CPS1
Eggerthella	ABCC2
Butyrivibrio	PECR
Campylobacter	LDHA
Atopobium	HPRT1
Roseburia	MAP2K1
Butyrivibrio	GSK3A
Veillonella	GPX1
Weissella	RDH8
Blautia	HIBADH
Aeromonas	NNT
Selenomonas	PCCB
Actinomyces	ADA
Methanobrevibacter	TXNRD1
Providencia	GAPDHS
Peptostreptococcus	RPS6KA6
Campylobacter	SLC1A3
Oribacterium	MAP3K9
Veillonella	TAOK2
Coprobacillus	SLC1A1
Leuconostoc	IDH3G
Alistipes	NDUFS3
Slackia	STK26
Bacteroides	GLUD2
Prevotella	SLC6A9
Lactobacillus	ULK1
Alistipes	ACSS1
Ruminococcus	ROCK2
Bifidobacterium	NT5E
Phascolarctobacterium	ABCC8
Streptococcus	ABCC8
Akkermansia	LYN
Parabacteroides	DAPK3
Enterobacter	FAAH
Pseudoflavonifractor	PTK2B
Ruminococcus	PC
Anaerotruncus	MAP2K2
Slackia	SIK2
Turicibacter	AKR1C3
Pseudoflavonifractor	MKNK2
Paraprevotella	SLC2A2
Gemella	MARK4
Actinomyces	ABCC1
Odoribacter	ENPEP
Butyrivibrio	SRC
Pseudoflavonifractor	MUSK
Faecalibacterium	IRAK1
Escherichia	MAPK7
Slackia	MAP4K4
Escherichia	NARS
Escherichia	SLC7A1
Escherichia	NEK9
Aeromonas	GPT2
Anaerostipes	MAP3K3
Anaerococcus	PPIF
Clostridium	HSD11B1
Clostridium	PCYT1B
Oxalobacter	GLUD1
Thioalkalivibrio	PHGDH
Faecalibacterium	HCK
Granulicatella	TEC
Dorea	CHEK1
Butyrivibrio	FGFR2
Phascolarctobacterium	ABAT
Streptococcus	ABAT
Streptococcus	NSDHL
Enterococcus	GLUD2
Streptococcus	EHHADH
Roseburia	MAP3K10
Lactobacillus	MAP2K2
Mitsuokella	PPIA
Akkermansia	MST1R
Campylobacter	ALDH1A1
Sutterella	PCCA
Atopobium	MAP4K2
Providencia	SDHA
Anaerococcus	CHEK2
Eubacterium	EPHA10
Peptoniphilus	BTK
Acinetobacter	SLK
Coprobacillus	PDPK1
Bilophila	SLC5A2
Prevotella	DCLK3
Anaerofustis	ROCK1
Helicobacter	FAAH
Acidaminococcus	AKR1C4
Gemella	LIMK2
Dorea	MAPK13
Desulfovibrio	SLC1A1
Ruminococcus	TNIK
Pseudoflavonifractor	GLS2
Alistipes	PSPH
Streptococcus	IRAK4
Succinatimonas	PC
Coprococcus	SLC3A1
Methanosphaera	TXNRD1
Aeromonas	SPTLC3
Slackia	KYAT1
Weissella	PRKD2
Clostridium	MARK4
Bifidobacterium	ABL1
Anaerococcus	ATP2C1
Peptostreptococcus	FPGS
Mitsuokella	AKR1C3
Bilophila	GAPDHS
Leuconostoc	IDH3A
Eubacterium	PRKCQ
Aggregatibacter	MTHFD2
Eggerthella	RDH14
Solobacterium	YES1
Roseburia	MERTK
Eggerthella	ULK1
Pyramidobacter	SLC1A5
Actinobacillus	ABCB11
Solobacterium	MKNK1
Anaerostipes	HPGD
Roseburia	DAPK2
Fusobacterium	NDUFS1
Megasphaera	MAP2K2
Bacteroides	PAK1
Weissella	ABCG2
Lactobacillus	ALDH18A1
Oxalobacter	NDUFV2
Oxalobacter	HSD11B2
Phascolarctobacterium	EPHA1
Streptococcus	EPHA1
Comamonas	GLUD2
Klebsiella	NQO1
Acidaminococcus	STK4
Anaerococcus	MAP2K5
Oxalobacter	ABCB1
Solobacterium	NEK4
Anaerofustis	MYLK
Oribacterium	XDH
Anaerococcus	MAP2K6
Haemophilus	ATP1A1
Dorea	SHMT1
Eubacterium	MAP3K4
Blautia	IDH3G
Butyrivibrio	FGFR4
Oribacterium	NUAK1
Anaerococcus	VARS
Anaerostipes	ALDH4A1
Solobacterium	GAPDH
Coprococcus	ABCC9
Clostridium	LIMK2
Actinomyces	RDH5
Oribacterium	STK16
Anaerofustis	STK38
Aeromonas	CBS
Enterobacter	ATP4A
Methanobrevibacter	COQ8A
Slackia	PRKCA
Anaerostipes	SLC7A9
Slackia	PRKACB
Methanobrevibacter	ALDH6A1
Akkermansia	AKR1C1
Treponema	CARS2
Bilophila	SDHA
Citrobacter	PHYKPL
Coprobacillus	PIM1
Turicibacter	ASRGL1
Selenomonas	SDHA
Enterococcus	PAK1
Bacteroides	MINK1
Eubacterium	PKLR
Gemella	PLK1
Aggregatibacter	SRR
Victivallis	CKM
Phascolarctobacterium	PAK6
Streptococcus	PAK6
Eubacterium	SERPINC1
Solobacterium	DNPEP
Subdoligranulum	PRKG2
Proteus	TUFM
Lactococcus	SLC23A1
Collinsella	PDPK1
Bilophila	HDAC7
Oxalobacter	GPD1
Coprobacillus	DARS2
Acidaminococcus	NIM1K
Capnocytophaga	THNSL1
Akkermansia	SLC7A2
Coprococcus	GLDC
Actinomyces	OXSR1
Pseudoflavonifractor	GSK3B
Anaerococcus	PECR
Haemophilus	DDC
Anaerococcus	GSK3A
Eggerthella	TAT
Atopobium	MKNK1
Actinomyces	STK36
Dialister	METAP1
Clostridium	NADSYN1
Escherichia	HSD17B2
Aeromonas	MTR
Actinomyces	MT-ND5
Parabacteroides	C1R
Collinsella	GLUD2
Sutterella	HSD17B3
Pseudoflavonifractor	FGFR3
Sutterella	HSD17B10
Coprococcus	AKR1B1
Weissella	MAP2K3
Veillonella	AURKA
Helicobacter	ATP4A
Klebsiella	MCCC1
Clostridium	CHD1
Coprobacillus	RDH8
Faecalibacterium	CDKL1
Escherichia	MAP3K15
Holdemania	GSR
Enterococcus	MINK1
Atopobium	HINT1
Turicibacter	RRM1
Selenomonas	PRKD1
Holdemania	BMP2K
Faecalibacterium	CFTR
Selenomonas	SNRK
Prevotella	PYCR1
Eggerthella	ALDH18A1
Treponema	CDKL1
Akkermansia	HPRT1
Bacteroides	FGFR1
Aeromonas	ATP6V1A
Clostridium	PLK1
Fusobacterium	ALDH4A1
Treponema	CFTR
Campylobacter	ATP1A1
Klebsiella	ASS1
Dialister	ICK
Faecalibacterium	STK33
Anaerococcus	SRC
Ruminococcus	CS
Slackia	DAPK3
Anaerococcus	SLC1A3
Blautia	IDH3A
Alistipes	TYMS
Bifidobacterium	STK32A
Methanosphaera	COQ8A
Fusobacterium	SLC7A9
Aggregatibacter	SIRT5
Akkermansia	PNPO
Atopobium	DNPEP
Coprococcus	IMPA1
Solobacterium	NUAK2
Peptoniphilus	GMPS
Ruminococcus	FARS2
Treponema	STK33
Desulfovibrio	DARS2
Clostridium	MMAB
Turicibacter	IDH3G
Sutterella	RRM2B
Dialister	STK17A
Escherichia	MAP4K3
Granulicatella	CDK15
Salmonella	PRKCQ
Anaerococcus	FGFR2
Capnocytophaga	IARS2
Prevotella	EEF1A1
Providencia	SLC22A5
Dorea	ALDH1A2
Sutterella	ITPA
Akkermansia	STK38L
Butyrivibrio	ATP1A1
Acidaminococcus	GGT1
Clostridium	FKBP1A
Bacteroides	RYR1
Enterococcus	FGFR1
Pseudoflavonifractor	AOX1
Victivallis	OAT
Bifidobacterium	ICK
Veillonella	TEC
Lactobacillus	STK3
Achromobacter	SCLY
Holdemania	GARS
Mitsuokella	RRM1
Atopobium	STK10
Desulfovibrio	RDH8
Solobacterium	FYN
Clostridium	HAGH
Salmonella	MAP3K4
Peptostreptococcus	MAT1A
Ruminococcus	NT5E
Atopobium	ACY1
Porphyromonas	DHODH
Gemella	NEK1
Bifidobacterium	STK17A
Peptoniphilus	LCK
Capnocytophaga	KCNC2
Actinomyces	SLC5A6
Prevotella	SLC47A1
Anaerococcus	ALDH1A1
Butyrivibrio	EPHA6
Leuconostoc	ABL2
Faecalibacterium	CTPS1
Faecalibacterium	MAP3K13
Akkermansia	MAP4K2
Peptoniphilus	PRKAA2
Parabacteroides	CASK
Collinsella	PAK1
Clostridium	BCHE
Anaerofustis	ABCC9
Coprococcus	GLUD1
Succinatimonas	FARS2
Anaerostipes	HSPA5
Coprobacillus	PRKD2
Faecalibacterium	HPGD
Streptococcus	KCNB2
Treponema	CTPS1
Treponema	MAP3K13
Holdemania	INSRR
Bacteroides	ESD
Granulicatella	CSK
Pyramidobacter	ABCC1
Lactococcus	ULK2
Butyrivibrio	PRKCB
Butyrivibrio	STK24
Slackia	SLC1A2
Veillonella	PDHB
Acidaminococcus	ABCB11
Peptoniphilus	TAOK1
Atopobium	PKN2
Weissella	ULK2
Dorea	EPHA7
Anaerotruncus	EPHA4
Phascolarctobacterium	SLC1A5
Streptococcus	SLC1A5
Slackia	TBK1
Anaerotruncus	HINT1
Pseudoflavonifractor	AKR1C4
Methanobrevibacter	PSMB7
Anaerostipes	CAMK2G
Ruminococcus	SDS
Coprobacillus	ABCG2
Subdoligranulum	HSD17B4
Aeromonas	LCT
Victivallis	AKR1C3
Treponema	NEK5
Victivallis	MYLK2
Eubacterium	PFAS
Odoribacter	SLC37A4
Eggerthella	SLC16A7
Alistipes	SLC3A1
Helicobacter	SARS
Succinatimonas	OAT
Slackia	SLC6A3
Treponema	MTHFD1
Ruminococcus	MTHFR
Coprococcus	LDHAL6A
Bilophila	SLC22A5
Lactobacillus	EPHA4
Haemophilus	ABCC1
Anaerofustis	AKR1B1
Acinetobacter	MAPK7
Atopobium	POLR2A
Ruminococcus	ABL1
Eubacterium	CDK15
Mitsuokella	SIK1
Bacteroides	SLC15A1
Bacteroides	PRDX1
Dorea	GART
Eggerthella	STK3
Prevotella	CTH
Desulfovibrio	SLC5A5
Lactococcus	PHKG1
Selenomonas	PAK5
Pseudoflavonifractor	STK4
Odoribacter	ATP2C1
Capnocytophaga	FPGS
Anaerostipes	ACADSB
Aggregatibacter	KARS
Weissella	PHKG1
Coprococcus	NDUFV2
Delftia	EHHADH
Sutterella	PC
Dialister	TXNRD1
Phascolarctobacterium	SCLY
Streptococcus	SCLY
Pseudoflavonifractor	PRKCG
Prevotella	RPS6KA1
Anaerotruncus	DARS
Parabacteroides	MARK3
Fusobacterium	HSPA5
Turicibacter	TIE1
Succinatimonas	SDS
Parabacteroides	PGD
Phascolarctobacterium	NIM1K
Streptococcus	NIM1K
Faecalibacterium	HSD17B1
Escherichia	GLO1
Proteus	ABCB1
Dialister	MTAP
Desulfovibrio	ABCG2
Blautia	EPRS
Enterococcus	SLC15A1
Enterococcus	PRDX1
Akkermansia	YES1
Anaerotruncus	HSP90AB1
Akkermansia	MKNK1
Methanosphaera	PSMB7
Blautia	ABL2
Leuconostoc	PAK2
Oribacterium	MARK2
Lactobacillus	DARS
Streptococcus	KCNB1
Turicibacter	MAP3K11
Dorea	ABCC2
Atopobium	CDK16
Coprococcus	GPD1
Collinsella	ABCG2
Escherichia	BLK
Oxalobacter	HDAC7
Ruminococcus	RIPK4
Dialister	IARS
Actinomyces	SLC5A8
Akkermansia	NEK4
Veillonella	CKB
Succinatimonas	SLC10A1
Actinomyces	HINT1
Coprococcus	MAP2K1
Mitsuokella	RPS6KA3
Akkermansia	GAPDH
Lactococcus	TNK2
Butyrivibrio	ADA
Lactobacillus	TOP2A
Holdemania	PDIA3
Alistipes	AKR1B1
Campylobacter	ABCC1
Weissella	TNK2
Peptostreptococcus	PIM1
Eubacterium	SERPINA6
Streptobacillus	ABCB5
Anaerococcus	ATP1A1
Dialister	RDH13
Leuconostoc	DLD
Klebsiella	MGMT
Turicibacter	RIDA
Dialister	SLC6A2
Odoribacter	PECR
Citrobacter	OGDH
Peptostreptococcus	DARS2
Mitsuokella	TIE1
Anaerofustis	GLUD1
Haemophilus	RDH5
Veillonella	FPGS
Veillonella	CDK15
Weissella	PHGDH
Phascolarctobacterium	FES
Streptococcus	FES
Peptoniphilus	SGK3
Phascolarctobacterium	MAPK1
Streptococcus	MAPK1
Enterobacter	CA5B
Bifidobacterium	IARS
Gemella	PRKCD
Eubacterium	PHYKPL
Clostridium	CES1
Solobacterium	ROCK1
Leuconostoc	HSPA8
Acidaminococcus	HCK
Holdemania	IKBKB
Proteus	HSP90B1
Megasphaera	DARS
Butyrivibrio	ABCC1
Weissella	FGR
Lactococcus	ACSL3
Anaerostipes	KYAT3
Peptoniphilus	IMPDH1
Phascolarctobacterium	GGT1
Butyrivibrio	EIF2AK2
Leuconostoc	PLK2
Mitsuokella	MAP3K11
Solobacterium	SLC7A3
Bifidobacterium	RDH13
Gemella	PPAT
Bifidobacterium	ERBB2
Peptostreptococcus	RDH8
Faecalibacterium	HSPA5
Pyramidobacter	HPRT1
Atopobium	RAF1
Enterobacter	GLS2
Prevotella	SERPINB9
Bacteroides	MAT2A
Collinsella	MAP2K3
Megasphaera	TOP2A
Megasphaera	HSP90AB1
Leuconostoc	PRKCQ
Actinomyces	STK10
Enterobacter	TPI1
Slackia	CASK
Lactococcus	CPS1
Anaerococcus	PRKCB
Anaerococcus	STK24
Haemophilus	MT-ND5
Clostridium	YARS
Methanobrevibacter	IARS2
Granulicatella	PDPK1
Weissella	SIK3
Eggerthella	DARS
Lactococcus	CAMKK2
Sutterella	HDAC1
Mitsuokella	RIDA
Veillonella	CSK
Turicibacter	BMX
Solobacterium	MYLK
Helicobacter	CYP26A1
Weissella	CAMKK2
Turicibacter	ABL2
Anaerofustis	CLCNKA
Coprobacillus	ULK2
Clostridium	PRKCD
Proteus	PCCB
Faecalibacterium	TYRO3
Porphyromonas	CARS2
Escherichia	SLC7A11
Dialister	ALDH6A1
Selenomonas	NQO1
Haemophilus	SLC13A3
Roseburia	INSRR
Eggerthella	TOP2A
Phascolarctobacterium	HIPK3
Eggerthella	HSP90AB1
Akkermansia	NUAK2
Dorea	RDH14
Slackia	DCLK2
Enterococcus	MAT2A
Blautia	PAK2
Treponema	MAP3K19
Dorea	ULK1
Clostridium	SLC6A9
Gemella	DCLK3
Oribacterium	SLC6A5
Clostridium	PPAT
Alistipes	GLUD1
Dialister	LDHAL6B
Klebsiella	ABCC8
Campylobacter	RDH5
Dialister	TAOK2
Turicibacter	TXK
Akkermansia	ADH1C
Helicobacter	TPI1
Leuconostoc	PKLR
Citrobacter	NOS3
Acinetobacter	MAP4K3
Faecalibacterium	ACADSB
Dialister	SLC6A4
Pseudoflavonifractor	ABCB11
Coprococcus	DAPK2
Fusobacterium	KYAT3
Lactococcus	CDK17
Weissella	OXCT1
Anaerostipes	PRKG2
Holdemania	PAK3
Capnocytophaga	MME
Klebsiella	PDHA2
Bacteroides	FARSB
Weissella	CDK17
Weissella	NEK2
Coprococcus	CRYZ
Akkermansia	NDUFS7
Peptoniphilus	FAAH
Blautia	DLD
Akkermansia	FYN
Faecalibacterium	ATP1A3
Dorea	ALAS2
Butyrivibrio	RDH5
Coprobacillus	PHKG1
Actinomyces	POLR2A
Klebsiella	ABAT
Atopobium	PKN1
Paraprevotella	PDIA3
Anaerococcus	JAK2
Mitsuokella	BMX
Anaerotruncus	AURKB
Akkermansia	SLC13A2
Dorea	MAP2K2
Bifidobacterium	LDHAL6B
Peptostreptococcus	PRKD2
Bifidobacterium	TAOK2
Haemophilus	HDC
Escherichia	OAT
Anaerofustis	MAP2K1
Oribacterium	SIK1
Slackia	MARK3
Treponema	ATP1A3
Blautia	HSPA8
Eubacterium	CSNK1A1
Porphyromonas	CFTR
Campylobacter	MT-ND5
Anaerostipes	MAPKAPK5
Desulfovibrio	ULK2
Haemophilus	SLC5A6
Eubacterium	PDGFRB
Prevotella	GGPS1
Atopobium	TYMS
Atopobium	PRKCI
Clostridium	DCLK3
Comamonas	MAT2A
Providencia	AADAT
Blautia	PLK2
Slackia	SNRK
Gemella	MAP3K9
Leuconostoc	WARS2
Butyrivibrio	OXSR1
Dorea	TAT
Oxalobacter	MPG
Roseburia	GPX3
Weissella	PIM3
Oscillibacter	ATP6V1A
Mitsuokella	TXK
Lactococcus	GATB
Alistipes	NDUFV2
Alistipes	HSD11B2
Proteus	GAPDHS
Clostridium	NDUFA10
Selenomonas	CKMT1B
Haemophilus	GAD2
Campylobacter	SLC13A3
Butyrivibrio	STK36
Aeromonas	FKBP1A
Alistipes	ABCB1
Citrobacter	ESD
Lactococcus	LDHB
Turicibacter	PAICS
Treponema	FASN
Pseudoflavonifractor	NDUFV1
Weissella	LDHB
Solobacterium	SLC3A1
Streptococcus	AKR1C1
Bacteroides	SLK
Granulicatella	PAK1
Mitsuokella	HLCS
Anaerostipes	CAMK1D
Eubacterium	GLUD2
Aeromonas	HAGH
Dorea	ALDH18A1
Bacteroides	SRR
Holdemania	CDK4
Acidaminococcus	MAP3K3
Clostridium	QPRT
Methanosphaera	SUCLA2
Coprobacillus	TNK2
Subdoligranulum	AURKC
Enterococcus	EIF2AK4
Ruminococcus	ABCB5
Streptococcus	SLC7A2
Veillonella	SLC1A1
Mitsuokella	SLC5A1
Peptostreptococcus	SLC23A1
Coprobacillus	PHGDH
Alistipes	GPD1
Enterobacter	AOX1
Clostridium	MAP3K9
Collinsella	MAT2A
Megasphaera	AURKB
Oribacterium	RPS6KA3
Porphyromonas	CTPS1
Peptoniphilus	ITK
Shigella	ALDH1A3
Solobacterium	GPX4
Akkermansia	UGDH
Bacteroides	SGPL1
Enterococcus	SLK
Coprobacillus	FGR
Parabacteroides	CIT
Proteus	SDHA
Solobacterium	ABCC9
Streptococcus	PYGM
Anaerofustis	BTK
Oribacterium	TIE1
Victivallis	TIE1
Weissella	NTRK1
Peptoniphilus	ATP4A
Actinomyces	AURKB
Bacteroides	ERBB4
Roseburia	IKBKB
Bilophila	AADAT
Odoribacter	ALDH1A2
Pseudoflavonifractor	HCK
Porphyromonas	MTHFD1
Solobacterium	RRM2
Lactobacillus	NFS1
Turicibacter	MARK1
Helicobacter	AGXT
Coprobacillus	SIK3
Gemella	EEF1A1
Succinatimonas	ABCB5
Ruminococcus	SBK1
Abiotrophia	ABCB5
Actinomyces	RAF1
Bacteroides	SIRT5
Lactococcus	MAST1
Bifidobacterium	NQO2
Veillonella	PDPK1
Victivallis	MAP3K11
Anaerostipes	HSD17B4
Victivallis	CKMT2
Leuconostoc	SRMS
Capnocytophaga	DARS2
Bacteroides	KCND1
Anaerotruncus	TYK2
Slackia	LIMK1
Enterobacter	AKR1C4
Coprobacillus	CAMKK2
Subdoligranulum	ADSSL1
Providencia	P4HB
Phascolarctobacterium	STK38L
Streptococcus	STK38L
Escherichia	HIBADH
Pyramidobacter	DNPEP
Granulicatella	FGFR1
Dialister	AURKA
Peptoniphilus	TLK1
Desulfovibrio	PHGDH
Actinomyces	PYCR2
Enterococcus	ERBB4
Acidaminococcus	ALDH4A1
Haemophilus	SLC5A8
Blautia	MYO3A
Ruminococcus	RDH13
Eubacterium	PAK1
Veillonella	GLUD2
Ruminococcus	ERBB2
Treponema	TOP2B
Faecalibacterium	PRKG2
Ruminococcus	SLC6A2
Enterobacter	ACSS2
Oxalobacter	PYGB
Oribacterium	RIDA
Acidaminococcus	SLC7A9
Klebsiella	PIPOX
Comamonas	SRR
Bacteroides	MATK
Ruminococcus	SERPINA4
Lactobacillus	TYK2
Enterobacter	MAP3K12
Pseudoflavonifractor	LRRK2
Anaerostipes	DHRS3
Finegoldia	ABCA1
Roseburia	AADAT
Parabacteroides	MYLK4
Bacteroides	EPHB3
Granulicatella	ABCG2
Enterococcus	SIRT5
Akkermansia	ROCK1
Atopobium	TUFM
Holdemania	PTK2B
Enterobacter	SDSL
Anaerostipes	PLK4
Porphyromonas	SPTLC2
Holdemania	MKNK2
Megasphaera	NFS1
Weissella	TLK2
Coprobacillus	CDK17
Weissella	ERN1
Holdemania	MUSK
Bifidobacterium	AURKA
Clostridium	EEF1A1
Weissella	PCCA
Coprobacillus	NEK2
Mitsuokella	MARK1
Clostridium	PSAT1
Helicobacter	AKR1C4
Faecalibacterium	MAPKAPK5
Akkermansia	SLC7A3
Anaerotruncus	MYLK3
Collinsella	EIF2AK4
Eubacterium	MINK1
Aggregatibacter	GLO1
Lactobacillus	IDH3B
Faecalibacterium	OTC
Roseburia	PAK3
Anaerostipes	SLC6A1
Parabacteroides	MCCC1
Lactococcus	MAP4K5
Dorea	STK3
Anaerostipes	PRKACA
Enterococcus	MATK
Desulfovibrio	CAMKK2
Enterococcus	EPHB3
Anaerococcus	OXSR1
Lactococcus	AKR1D1
Butyrivibrio	PRPF4B
Fusobacterium	HSD17B4
Veillonella	PIM1
Selenomonas	MAPK9
Clostridium	STK16
Peptostreptococcus	ULK2
Eggerthella	NFS1
Actinomyces	PKN1
Lactobacillus	MGAM
Dialister	TEC
Alistipes	SLC2A2
Megasphaera	TYK2
Anaerococcus	STK36
Akkermansia	MYLK
Lactococcus	CLCN1
Lactobacillus	MYLK3
Helicobacter	SDSL
Burkholderia	ESD
Victivallis	BMX
Gemella	TAOK3
Shewanella	ATP4A
Faecalibacterium	CAMK1D
Victivallis	ABL2
Coprobacillus	PIM3
Akkermansia	TYMS
Klebsiella	KCNB2
Alistipes	SLC5A2
Akkermansia	PRKCI
Bacteroides	KCNG2
Peptoniphilus	SARS
Prevotella	CHEK2
Lactococcus	EPHB2
Clostridium	NPR2
Granulicatella	MAP2K3
Campylobacter	HINT1
Lactococcus	CHUK
Klebsiella	KCNA5
Coprobacillus	LDHB
Turicibacter	ROS1
Ruminococcus	LDHAL6B
Eubacterium	FGFR1
Klebsiella	SLC1A5
Delftia	ABCB11
Megasphaera	IDH3B
Bifidobacterium	TEC
Clostridium	GBA
Bifidobacterium	SERPINC1
Gemella	RPS6KA1
Blautia	SRMS
Turicibacter	MYO3A
Peptoniphilus	HADH
Blautia	TYMP
Eggerthella	TYK2
