genera	gene_id
Atopobium	KARS
Lactococcus	STK36
Mitsuokella	IARS2
Pyramidobacter	MTR
Escherichia	SLC3A1
Providencia	HLCS
Anaerofustis	PSAT1
Bifidobacterium	INSR
Helicobacter	ABCC2
Granulicatella	ABCC8
Faecalibacterium	PRKCE
Veillonella	H6PD
Actinomyces	SLK
Coprobacillus	MAPK1
Bifidobacterium	MAPK3
Peptostreptococcus	FGFR4
Proteus	OAT
Anaerococcus	GLUD2
Dialister	PRKD1
Peptoniphilus	MAP3K1
Actinomyces	SRR
Streptococcus	NNT
Ruminococcus	GPD1
Collinsella	SCLY
Eggerthella	SIK3
Turicibacter	LCK
Anaerofustis	NUAK1
Anaerotruncus	EPHB3
Weissella	PYGM
Butyrivibrio	FGFR1
Oxalobacter	NDUFS8
Pseudoflavonifractor	STK35
Dorea	SLC5A5
Slackia	RIPK4
Mitsuokella	RPS6KA6
Capnocytophaga	MGMT
Prevotella	GPX1
Gemella	MAP3K19
Anaerofustis	STK16
Treponema	PRKCA
Peptoniphilus	MAP2K6
Collinsella	NIM1K
Klebsiella	HIBCH
Eggerthella	CAMKK2
Selenomonas	EPRS
Treponema	PRKACB
Ruminococcus	MAP2K1
Megasphaera	OXCT1
Lactobacillus	PIM3
Dorea	PRKD2
Acidovorax	ABCB5
Methanobrevibacter	MCCC1
Weissella	HPRT1
Bacteroides	CSNK2A2
Prevotella	NAGA
Prevotella	TAOK2
Enterococcus	HIPK3
Peptostreptococcus	CDKL2
Klebsiella	KCNC1
Eubacterium	EGFR
Enterococcus	SLC22A6
Mitsuokella	GMPS
Haemophilus	PRDX1
Selenomonas	ABL2
Faecalibacterium	BCHE
Prevotella	SLC6A4
Coprobacillus	LYN
Escherichia	ABCC9
Blautia	GSR
Parabacteroides	ABCB5
Oribacterium	PTK2
Turicibacter	TAOK1
Bifidobacterium	PRKD1
Delftia	ECHS1
Porphyromonas	UCK2
Subdoligranulum	CTH
Atopobium	MAPK7
Atopobium	NARS
Dorea	ABCG2
Atopobium	NEK9
Coprobacillus	ABCC1
Methanobrevibacter	ASS1
Acidaminococcus	TTK
Actinomyces	ERBB4
Coprobacillus	EIF2AK2
Bacteroides	NDUFV1
Enterobacter	RDH14
Anaerostipes	EARS2
Coprobacillus	MELK
Veillonella	MAPK9
Enterobacter	ULK1
Veillonella	MAP3K6
Leuconostoc	FAAH
Eggerthella	CDK17
Peptoniphilus	PECR
Desulfovibrio	FES
Desulfovibrio	MAPK1
Eggerthella	NEK2
Aeromonas	ALDH1A3
Citrobacter	AKR1C4
Dysgonomonas	ATP4A
Holdemania	SORD
Escherichia	GLDC
Clostridium	MAP3K19
Granulicatella	MAPK15
Pseudoflavonifractor	GPT2
Actinomyces	SIRT5
Capnocytophaga	VARS
Blautia	SGK3
Solobacterium	TNNI3K
Anaerostipes	STK17B
Achromobacter	MTR
Collinsella	FES
Paraprevotella	SLC2A1
Oribacterium	HSP90AA1
Solobacterium	LDHC
Collinsella	MAPK1
Ruminococcus	MAP3K10
Eubacterium	MUSK
Granulicatella	EPHA1
Streptococcus	PAK4
Anaerostipes	SLC6A9
Blautia	IMPDH1
Akkermansia	CHD1
Atopobium	EPHB1
Lactobacillus	NTRK1
Anaerostipes	ATP1A2
Weissella	MAP4K2
Treponema	DAPK3
Enterobacter	ALAS2
Enterococcus	NDUFV1
Eubacterium	ABCC8
Parabacteroides	SBK1
Solobacterium	YARS
Anaerococcus	PAK1
Holdemania	ALDH1A2
Salmonella	CDK4
Veillonella	MGMT
Sutterella	RRM2
Mitsuokella	TAOK1
Desulfovibrio	LYN
Parabacteroides	TSTA3
Methanosphaera	MCCC1
Shewanella	ATP2C1
Peptoniphilus	SRC
Actinomyces	MATK
Peptostreptococcus	ATP1A1
Akkermansia	PLK1
Pseudoflavonifractor	PAK4
Eggerthella	PIM3
Phascolarctobacterium	BRAF
Streptococcus	BRAF
Solobacterium	PRKCD
Actinomyces	EPHB3
Escherichia	HSD17B4
Desulfovibrio	ABCC1
Klebsiella	PDHA1
Methanobrevibacter	PSMA3
Dorea	MAP2K3
Peptoniphilus	CHEK1
Oribacterium	AURKC
Victivallis	AURKC
Campylobacter	PRDX1
Aeromonas	CFTR
Lactococcus	GPX6
Roseburia	TXK
Solobacterium	PNP
Enterococcus	AKR1C1
Coprococcus	MARK2
Ruminococcus	AAK1
Desulfovibrio	MELK
Gemella	METAP1
Sutterella	AKR1B1
Peptoniphilus	FGFR2
Granulicatella	PAK6
Enterobacter	TAT
Eggerthella	LDHB
Eubacterium	EHHADH
Bacteroides	HCK
Escherichia	IMPA1
Methanosphaera	ASS1
Gemella	STK32A
Ruminococcus	MERTK
Comamonas	GSTO1
Fusobacterium	EARS2
Acidaminococcus	HSD17B6
Solobacterium	PPAT
Ruminococcus	DAPK2
Oribacterium	THNSL1
Anaerotruncus	ERN1
Peptoniphilus	MAPK13
Anaerococcus	MINK1
Phascolarctobacterium	CBS
Streptococcus	CBS
Phascolarctobacterium	PLK3
Streptococcus	PLK3
Anaerostipes	DCLK3
Klebsiella	GPX8
Escherichia	DHRS3
Streptococcus	SHMT2
Dialister	PAK5
Prevotella	NQO2
Selenomonas	PAK2
Atopobium	LDHC
Enterobacter	ALDH18A1
Proteus	MTRR
Clostridium	FASN
Eubacterium	IRAK4
Comamonas	NDUFV1
Anaerotruncus	NEK9
Haemophilus	MAT2A
Leuconostoc	ITK
Lactococcus	PRPF4B
Roseburia	SLC5A1
Peptostreptococcus	PRKCB
Peptostreptococcus	STK24
Alistipes	IMPDH2
Peptoniphilus	HADHA
Leuconostoc	IKBKB
Fusobacterium	SLC6A9
Bifidobacterium	SLC22A5
Lactobacillus	ERN1
Lactobacillus	PCCA
Bacteroides	LRRK2
Leuconostoc	ATP4A
Treponema	TBK1
Gemella	STK17A
Coprobacillus	OXSR1
Blautia	FAAH
Clostridium	METAP1
Pyramidobacter	FARSB
Selenomonas	DLD
Streptococcus	MTR
Proteus	ASRGL1
Escherichia	PRKACA
Clostridium	STK32A
Escherichia	GLUD1
Oribacterium	ADSSL1
Turicibacter	IMPDH1
Peptoniphilus	SHMT1
Acidaminococcus	HSD11B1
Anaerostipes	QPRT
Anaerococcus	FGFR1
Weissella	PDXP
Aeromonas	CTPS1
Parabacteroides	EPRS
Methanosphaera	PSMA3
Treponema	SLC6A3
Pyramidobacter	SLC7A8
Succinatimonas	SLC2A2
Providencia	GCAT
Peptoniphilus	FGFR4
Anaerotruncus	EPHB1
Holdemania	GART
Prevotella	AURKA
Weissella	MKNK1
Pyramidobacter	ARG2
Helicobacter	ALDH18A1
Succinatimonas	CRYZ
Blautia	TEK
Coprobacillus	PYGM
Turicibacter	MAT1A
Oribacterium	IARS2
Gemella	TOP2B
Pyramidobacter	FARSA
Actinomyces	CSNK2A1
Phascolarctobacterium	ATP6V1A
Streptococcus	ATP6V1A
Salmonella	MKNK2
Eubacterium	GSK3B
Lactococcus	HINT1
Coprobacillus	HPRT1
Megasphaera	ERN1
Akkermansia	NEK1
Solobacterium	ABCA1
Veillonella	ABAT
Proteus	RRM1
Escherichia	LDHAL6A
Dorea	ULK2
Faecalibacterium	EARS2
Eubacterium	FGFR3
Akkermansia	TNK1
Holdemania	HSD17B8
Slackia	ABCB5
Citrobacter	GGT1
Clostridium	STK17A
Acidaminococcus	MARK4
Atopobium	MAP4K3
Oribacterium	RPS6KA6
Anaerotruncus	SYK
Granulicatella	FRK
Streptococcus	SI
Delftia	PKM
Campylobacter	MAT2A
Alistipes	PPIA
Coprococcus	SLC6A5
Coprococcus	AGXT2
Bacteroides	ISYNA1
Haemophilus	MTHFD2
Collinsella	AKR1C1
Aggregatibacter	KYAT3
Rahnella	KYAT3
Citrobacter	DHRS4
Solobacterium	MAP3K9
Enterobacter	CA9
Holdemania	ABCC2
Eggerthella	TLK2
Victivallis	GMPS
Leuconostoc	PAK3
Escherichia	NDUFV2
Methanobrevibacter	MGMT
Odoribacter	GLUD2
Faecalibacterium	STK17B
Actinomyces	SLC7A1
Actinomyces	MAPK7
Actinomyces	NEK9
Eggerthella	PCCA
Proteus	IDH3G
Clostridium	TOP2B
Lactobacillus	SYK
Faecalibacterium	ATP1A2
Anaerofustis	MARK2
Fusobacterium	QPRT
Mitsuokella	MAT1A
Veillonella	MAPK15
Bifidobacterium	GAA
Granulicatella	SLC1A5
Butyrivibrio	MAT2A
Prevotella	SERPINC1
Escherichia	ACSL4
Blautia	ITK
Anaerostipes	DCLK1
Pseudoflavonifractor	TTK
Alistipes	AKR1C3
Lactococcus	STK10
Aeromonas	SPTLC2
Peptostreptococcus	ADA
Desulfovibrio	SLC13A3
Roseburia	SORD
Desulfovibrio	HPRT1
Veillonella	EPHA1
Weissella	STK10
Citrobacter	ABCB11
Coprobacillus	MAP4K2
Bilophila	GCAT
Bifidobacterium	MAPK11
Coprococcus	SIK1
Salmonella	IRAK4
Slackia	SBK1
Atopobium	ABCA1
Bilophila	HDAC6
Blautia	ATP4A
Collinsella	PYGM
Victivallis	LCK
Sutterella	ABCB1
Bacteroides	MAP3K3
Peptoniphilus	ALDH1A2
Actinomyces	EPHB1
Victivallis	PRKAA2
Gemella	TXNRD1
Anaerotruncus	MAP3K15
Bifidobacterium	PYGB
Clostridium	SLC16A5
Peptostreptococcus	ABCC1
Anaerostipes	OXCT2
Streptococcus	LCT
Aeromonas	IMPA2
Peptostreptococcus	EIF2AK2
Oribacterium	FPGS
Granulicatella	OGA
Peptostreptococcus	MELK
Victivallis	TAOK1
Veillonella	PAK6
Weissella	PKN2
Anaerococcus	PRDX1
Granulicatella	SCLY
Pseudoflavonifractor	NFS1
Campylobacter	MTHFD2
Leuconostoc	CDK4
Acidaminococcus	CHD1
Faecalibacterium	CASK
Blautia	TLK1
Weissella	RET
Granulicatella	NIM1K
Methanosphaera	MGMT
Butyrivibrio	FARSB
Lactobacillus	MAP3K15
Selenomonas	WARS2
Collinsella	STK38L
Oxalobacter	SLC5A1
Akkermansia	AKR1B10
Veillonella	ZAP70
Parabacteroides	SRD5A2
Bacteroides	GAPDH
Desulfovibrio	SLC5A6
Treponema	CASK
Proteus	IDH3A
Roseburia	SERPINB2
Fusobacterium	PYCR1
Acidaminococcus	PLK1
Lactococcus	POLR2A
Providencia	TYMP
Weissella	FYN
Thioalkalivibrio	ABCC9
Parabacteroides	DLD
Akkermansia	TNNI3K
Butyrivibrio	MTHFD2
Peptoniphilus	EPHA7
Clostridium	TXNRD1
Paraprevotella	HSD17B8
Salmonella	FGFR3
Capnocytophaga	ATP1A1
Dorea	PHGDH
Coprococcus	RPS6KA3
Lactococcus	FECH
Bifidobacterium	KCNV2
Haemophilus	SIRT5
Gemella	LTK
Faecalibacterium	DCLK2
Veillonella	CDKL2
Holdemania	ULK1
Bacteroides	NME1
Oxalobacter	PAICS
Anaerotruncus	RDH12
Solobacterium	NUAK1
Turicibacter	ITK
Dorea	FGR
Enterococcus	NEK4
Eggerthella	HSD17B3
Solobacterium	STK16
Eggerthella	HSD17B10
Methanobrevibacter	ABAT
Methanosphaera	FDPS
Capnocytophaga	KCNA5
Coprococcus	TIE1
Treponema	DCLK2
Campylobacter	SRR
Bacteroides	ALDH4A1
Paraprevotella	ABCC2
Enterococcus	GAPDH
Butyrivibrio	CDK2
Fusobacterium	EEF1A1
Providencia	G6PD
Parabacteroides	PLK2
Leuconostoc	TSSK1B
Akkermansia	PRKCD
Fusobacterium	OXCT2
Anaerofustis	AGXT2
Anaerofustis	SLC6A5
Roseburia	ROS1
Prevotella	SUCLA2
Weissella	ACSS1
Actinomyces	HSD17B2
Bacteroides	SLC7A9
Selenomonas	HIBCH
Coprobacillus	MKNK1
Lactobacillus	RDH12
Escherichia	BTK
Granulicatella	FES
Granulicatella	MAPK1
Pseudoflavonifractor	IDH3B
Butyrivibrio	SLK
Holdemania	ALAS2
Parabacteroides	PRKCQ
Phascolarctobacterium	FARSA
Streptococcus	FARSA
Anaerostipes	TAOK3
Eggerthella	CAMKK1
Dorea	SIK3
Dorea	MCCC2
Actinomyces	MAP3K15
Butyrivibrio	SRR
Anaerostipes	CTH
Gemella	EPHA2
Roseburia	GART
Oxalobacter	GSTO2
Pseudoflavonifractor	HSD11B1
Fusobacterium	SLC47A1
Faecalibacterium	MARK3
Weissella	CDK16
Blautia	SARS
Ureaplasma	ABCB5
Ruminococcus	MPG
Acidaminococcus	BCHE
Clostridium	LTK
Eggerthella	RRM2B
Enterococcus	ALDH4A1
Klebsiella	PYGL
Enterobacter	DARS
Treponema	MARK3
Anaerostipes	RPS6KA1
Prevotella	PFAS
Mitsuokella	DARS2
Anaerofustis	SIK1
Providencia	GPX8
Turicibacter	TLK1
Holdemania	TAT
Veillonella	FRK
Enterococcus	SLC7A9
Eubacterium	NIM1K
Bacteroides	NUAK2
Peptoniphilus	JAK2
Ruminococcus	BMP2K
Odoribacter	SLC5A5
Solobacterium	IMPDH2
Escherichia	CRYZ
Blautia	HADH
Selenomonas	SRMS
Gemella	ALDH6A1
Peptostreptococcus	OXSR1
Selenomonas	TYMP
Roseburia	HSD17B8
Treponema	SNRK
Coprobacillus	DNPEP
Leuconostoc	MKNK2
Comamonas	GAPDH
Peptoniphilus	DNMT1
Actinomyces	MAP4K3
Faecalibacterium	PYCR1
Anaerococcus	MAT2A
Providencia	GOT2
Anaerostipes	EPHA5
Pyramidobacter	KARS
Campylobacter	SIRT5
Enterobacter	TOP2A
Faecalibacterium	DCLK1
Peptostreptococcus	STK36
Leuconostoc	PRKCZ
Desulfovibrio	PDXP
Akkermansia	GLS
Lactobacillus	ROCK2
Parabacteroides	PKLR
Methanosphaera	ABAT
Victivallis	SGK3
Butyrivibrio	ERBB4
Lactococcus	AURKB
Dialister	AADAT
Pseudoflavonifractor	MARK4
Oxalobacter	SORD
Lactobacillus	PC
Gemella	TAOK2
Mitsuokella	RDH8
Dorea	NEK2
Roseburia	ABCC2
Bacteroides	NDUFS7
Veillonella	SLC1A5
Odoribacter	ABCG2
Gemella	SLC6A4
Gardnerella	PYGM
Leuconostoc	CA5B
Clostridium	EPHA2
Alistipes	SLC6A5
Acinetobacter	PRKACA
Enterococcus	NUAK2
Coprobacillus	STK10
Helicobacter	DARS
Butyrivibrio	SIRT5
Collinsella	YES1
Faecalibacterium	EEF1A1
Lactococcus	RAF1
Sutterella	SLC5A2
Anaerotruncus	TNIK
Eggerthella	KCNQ2
Oribacterium	MAT1A
Oscillibacter	CFTR
Haemophilus	KARS
Fusobacterium	CTH
Clostridium	COQ8A
Aggregatibacter	IMPA1
Bifidobacterium	AADAT
Ruminococcus	GARS
Clostridium	ALDH6A1
Escherichia	PDXK
Akkermansia	ABCA1
Collinsella	NEK4
Helicobacter	TOP2A
Lactococcus	PYCR2
Helicobacter	HSP90AB1
Pseudoflavonifractor	LIMK2
Oribacterium	SLC1A1
Leuconostoc	TPI1
Clostridium	GPX1
Blautia	TSSK1B
Collinsella	GAPDH
Anaerotruncus	BLK
Anaerofustis	RPS6KA3
Dorea	PIM3
Parabacteroides	WARS2
Desulfovibrio	DNPEP
Faecalibacterium	SLC47A1
Butyrivibrio	MATK
Megasphaera	PC
Lactobacillus	TNIK
Fusobacterium	GPT
Coprobacillus	PKN2
Clostridium	TAOK2
Butyrivibrio	EPHB3
Lactococcus	UCK2
Blautia	SUCLG1
Turicibacter	SARS
Aeromonas	METAP1
Oxalobacter	GCAT
Clostridium	SLC6A4
Veillonella	SCLY
Ruminococcus	INSRR
Providencia	ECHS1
Ruminococcus	MAPK11
Bacteroides	KCNC3
Staphylococcus	EARS2
Coprobacillus	ADH1C
Subdoligranulum	MAP2K5
Pyramidobacter	ACAA2
Phascolarctobacterium	NDUFAB1
Phascolarctobacterium	CHD1
Streptococcus	CHD1
Porphyromonas	HSP90B1
Coprococcus	CHEK1
Peptostreptococcus	SLC5A6
Eggerthella	ROCK2
Subdoligranulum	VARS
Pseudoflavonifractor	NADSYN1
Haemophilus	NARS
Ruminococcus	PYGB
Eggerthella	PC
Mitsuokella	SMS
Treponema	LIMK1
Phascolarctobacterium	PLK1
Streptococcus	PLK1
Blautia	PTK2B
Bacteroides	CAMK2G
Oribacterium	ME2
Victivallis	ME2
Anaerostipes	CAMK1G
Victivallis	FAAH
Bacteroides	TTR
Capnocytophaga	ABCC1
Coprococcus	MAPK13
Lactococcus	PKN1
Bacteroides	UGDH
Paraprevotella	TAT
Megasphaera	TNIK
Slackia	HSPA8
Salmonella	NIM1K
Eubacterium	ABCB11
Blautia	PRKCZ
Coprococcus	SLC5A1
Sutterella	HDAC7
Weissella	PKN1
Eubacterium	HIPK3
Atopobium	GPX7
Campylobacter	KARS
Roseburia	RDH14
Acidaminococcus	CES1
Eggerthella	HARS
Slackia	PLK2
Anaerococcus	SLK
Roseburia	ULK1
Anaerostipes	IGF1R
Coprococcus	RYR3
Citrobacter	NDUFS1
Subdoligranulum	PECR
Coprobacillus	ACSS1
Coprococcus	HADHA
Faecalibacterium	CTH
Victivallis	TEK
Phascolarctobacterium	FKBP1A
Weissella	TYMS
Megasphaera	BLK
Anaerococcus	SRR
Weissella	PRKCI
Porphyromonas	PCCB
Escherichia	LCK
Desulfovibrio	ADH1C
Klebsiella	MMAA
Bifidobacterium	MAPK9
Slackia	PRKCQ
Veillonella	FES
Enterococcus	CAMK2G
Collinsella	NUAK2
Holdemania	STK3
Shigella	ABCB1
Escherichia	PRKAA2
Turicibacter	TSSK1B
Enterococcus	UGDH
Eubacterium	CSNK2A2
Pseudoflavonifractor	PRKCE
Peptoniphilus	MAP2K2
Granulicatella	PYGM
Actinomyces	BLK
Bilophila	ECHS1
Coprobacillus	CDK16
Desulfovibrio	FYN
Enterococcus	DDR2
Bifidobacterium	SERPINE1
Roseburia	ENO1
Oxalobacter	GLRX2
Anaerotruncus	CS
Oxalobacter	HSD17B8
Blautia	TPI1
Peptostreptococcus	PRPF4B
Atopobium	MYLK2
Faecalibacterium	EPHA5
Lactococcus	AQP1
Slackia	MAP3K4
Desulfovibrio	SLC13A2
Solobacterium	MARK2
Mitsuokella	SLC23A1
Anaerotruncus	FARS2
Collinsella	NDUFS7
Campylobacter	NARS
Acidaminococcus	PRKCD
Collinsella	FYN
Klebsiella	SHMT2
Gemella	AURKA
Eubacterium	NDUFV1
Veillonella	LYN
Anaerococcus	ERBB4
Gemella	MAP4K1
Aggregatibacter	ACSL4
Oribacterium	PIM1
Akkermansia	NUAK1
Roseburia	TAT
Lactobacillus	CS
Acidaminococcus	SLC6A9
Dorea	TLK2
Pyramidobacter	PNP
Ruminococcus	PDIA3
Desulfovibrio	ACSS1
Oribacterium	DARS2
Streptococcus	COMT
Akkermansia	STK16
Granulicatella	STK38L
Dorea	ERN1
Dorea	PCCA
Victivallis	ITK
Anaerococcus	SIRT5
Veillonella	MELK
Lactobacillus	FARS2
Olsenella	ABCG2
Butyrivibrio	MAPK7
Escherichia	KCNF1
Butyrivibrio	NEK9
Anaerotruncus	OAT
Alistipes	RIDA
Phascolarctobacterium	NEK1
Streptococcus	NEK1
Turicibacter	PRKCZ
Roseburia	ECHS1
Anaerostipes	ALDH5A1
Klebsiella	MTR
Collinsella	ACSS1
Anaerostipes	HIPK2
Veillonella	MST1R
Comamonas	PSPH
Selenomonas	CAMK1
Victivallis	ATP4A
Peptostreptococcus	SLC5A8
Roseburia	ALDH18A1
Ruminococcus	IKBKB
Peptostreptococcus	HINT1
Citrobacter	ALDH4A1
Oribacterium	RDH8
Proteus	HSPA8
Anaerofustis	CHEK1
Acinetobacter	BTK
Atopobium	HIBADH
Prevotella	PDPK1
Clostridium	AURKA
Anaerococcus	MATK
Clostridium	MAP4K1
Citrobacter	SLC7A9
Coprococcus	SORD
Lactobacillus	NT5E
Dialister	ABCC8
Bacteroides	KYAT3
Anaerococcus	EPHB3
Holdemania	STK35
Aeromonas	TXNRD1
Megasphaera	CS
Slackia	WARS2
Gemella	TEC
Enterobacter	NFS1
Slackia	GPX2
Treponema	CIT
Acidaminococcus	DCLK3
Butyrivibrio	EPHB1
Bacteroides	STK38
Fusobacterium	GGPS1
Anaerotruncus	SDS
Megasphaera	FARS2
Eubacterium	HCK
Prevotella	GLUD2
Lactococcus	STK26
Akkermansia	IMPDH2
Providencia	DPYD
Leuconostoc	AKR1C4
Anaerofustis	SLC5A1
Victivallis	TLK1
Bifidobacterium	MUSK
Escherichia	GSR
Anaerotruncus	MTHFR
Providencia	PKM
Klebsiella	SI
Phascolarctobacterium	ACAA2
Dialister	NSDHL
Weissella	GPX4
Collinsella	UGDH
Bifidobacterium	ABCC8
Anaerotruncus	MYLK2
Anaerofustis	HADHA
Desulfovibrio	ALAS1
Capnocytophaga	HPRT1
Faecalibacterium	CAMK1G
Lactococcus	TUFM
Enterobacter	HSD17B6
Ruminococcus	AADAT
Collinsella	PSPH
Anaerotruncus	ABL1
Parabacteroides	PHYKPL
Eggerthella	CS
Mitsuokella	SUCLG2
Lactococcus	EPHA3
Lactobacillus	SDS
Weissella	TUFM
Peptostreptococcus	STK10
Leuconostoc	MAP3K12
Gemella	PDHB
Anaerofustis	PAICS
Fusobacterium	ALDH5A1
Enterobacter	CA12
Enterococcus	STK38
Leuconostoc	SDSL
Pyramidobacter	ABCA1
Acidaminococcus	QPRT
Dorea	SYK
Turicibacter	PHKG1
Lactobacillus	MTHFR
Helicobacter	NFS1
Eubacterium	LRRK2
Oxalobacter	RDH14
Dialister	IRAK4
Leuconostoc	STK4
Clostridium	TEC
Methanosphaera	SCLY
Veillonella	AKR1C1
Holdemania	TOP2A
Escherichia	SGK3
Mitsuokella	ULK2
Coprococcus	SERPINB2
Bifidobacterium	NSDHL
Bifidobacterium	EHHADH
Coprobacillus	PKN1
Cellulosilyticum	IARS
Ruminococcus	PAK3
Roseburia	EIF2AK1
Lactobacillus	ABL1
Actinomyces	OAT
Faecalibacterium	MYLK4
Acidaminococcus	MAP3K9
Leuconostoc	PRKCG
Blautia	AGXT
Oxalobacter	GOT2
Proteus	GCAT
Dorea	HSD17B3
Blautia	AOX1
Veillonella	SLC7A2
Treponema	MYLK4
Providencia	NNT
Eggerthella	NT5E
Coprobacillus	PRKCI
Atopobium	RRM1
Selenomonas	MAP3K2
Lactococcus	KYAT1
Bifidobacterium	IRAK4
Megasphaera	SDS
Solobacterium	SIK1
Enterobacter	MGAM
Oxalobacter	ALAS2
Enterobacter	CA6
Bacteroides	PAPSS1
Anaerococcus	CSNK2A1
Oxalobacter	ENO1
Granulicatella	YES1
Akkermansia	PPIA
Butyrivibrio	HSD17B2
Anaerotruncus	RIPK4
Alistipes	SLC5A1
Clostridium	PDHB
Granulicatella	MKNK1
Bilophila	DPYD
Klebsiella	LCT
Phascolarctobacterium	TNNI3K
Streptococcus	TNNI3K
Methanobrevibacter	ABCC1
Victivallis	SARS
Bacteroides	SLC3A1
Dorea	CAMKK1
Blautia	EPHB4
Megasphaera	MTHFR
Slackia	SRMS
Collinsella	ROCK1
Bilophila	PKM
Escherichia	INSRR
Roseburia	STK3
Butyrivibrio	MAP3K15
Clostridium	NPR1
Granulicatella	NEK4
Peptostreptococcus	POLR2A
Veillonella	HPRT1
Phascolarctobacterium	YARS
Streptococcus	YARS
Megasphaera	ABL1
Turicibacter	TNK2
Oxalobacter	TAT
Anaerostipes	PPIF
Coprococcus	GART
Helicobacter	IDH3B
Lactobacillus	RIPK4
Akkermansia	AKR1C3
Alistipes	PAICS
Blautia	AKR1C4
Actinomyces	MYLK2
Megasphaera	SLC10A1
Treponema	ASS1
Phascolarctobacterium	PRKCD
Streptococcus	PRKCD
Lactococcus	PRKCA
Selenomonas	MAPK10
Anaerococcus	MAPK7
Anaerococcus	NARS
Anaerofustis	SORD
Anaerococcus	NEK9
Pseudoflavonifractor	EARS2
Lactococcus	PRKACB
Odoribacter	SRR
Ruminococcus	CDK4
Streptococcus	PNP
Enterococcus	SLC3A1
Oxalobacter	ECHS1
Anaerostipes	CHEK2
Oribacterium	SLC23A1
Bacteroides	ABCC9
Bifidobacterium	GSK3B
Butyrivibrio	MAP4K3
Faecalibacterium	FTCD
Veillonella	STK38L
Roseburia	SERPIND1
Coprococcus	HSD17B8
Blautia	ACSS2
Eggerthella	ABL1
Phascolarctobacterium	PPAT
Streptococcus	PPAT
Ruminococcus	SERPINE1
Collinsella	MYLK
Blautia	MAP3K12
Aggregatibacter	PDXK
Escherichia	FAAH
Blautia	SDSL
Delftia	MMAB
Acidaminococcus	EEF1A1
Solobacterium	RPS6KA3
Pseudoflavonifractor	STK17B
Bilophila	NNT
Anaerofustis	ALDH1A2
Turicibacter	AGXT
Providencia	SPTLC3
Leuconostoc	NARS2
Blautia	STK4
Anaerostipes	ATP2C1
Pseudoflavonifractor	SLC6A9
Coprococcus	ABCC2
Peptoniphilus	EPHA4
Turicibacter	CPS1
Odoribacter	OXCT1
Pseudoflavonifractor	ATP1A2
Eubacterium	MAP3K3
Clostridium	SUCLA2
Gemella	FPGS
Gemella	CDK15
Megasphaera	RIPK4
Methanosphaera	ABCC1
Bacteroides	GLDC
Anaerococcus	EPHB1
Blautia	PRKCG
Veillonella	MAP4K2
Victivallis	TSSK1B
Enterococcus	ABCC9
Klebsiella	FARSA
Paraprevotella	TOP2A
Lactococcus	NEK3
Anaerotruncus	RTCB
Prevotella	SLC5A5
Anaerostipes	MAP3K1
Acidaminococcus	STK16
Citrobacter	CSAD
Enterobacter	MOCOS
Fusobacterium	PPIF
Akkermansia	MARK2
Anaerostipes	MAP2K6
Ruminococcus	EGFR
Clostridium	CKB
Roseburia	STK35
Helicobacter	CYP2B6
Mitsuokella	ACSL3
Lactococcus	DAPK3
Enterobacter	CA4
Granulicatella	NUAK2
Clostridium	PFAS
Providencia	CBS
Aggregatibacter	GMPS
Coprobacillus	GPX4
Anaerostipes	DHFR
Peptostreptococcus	AURKB
Alistipes	RDH11
Eubacterium	GAPDH
Prevotella	ABCG2
Bacteroides	HSD17B4
Slackia	PHYKPL
Pseudoflavonifractor	DCLK3
Leuconostoc	ABCB11
Coprobacillus	TUFM
Gemella	CSK
Clostridium	FPGS
Clostridium	CDK15
Peptoniphilus	DARS
Mitsuokella	CPS1
Dorea	ROCK2
Mitsuokella	MCCC2
Escherichia	PDIA3
Bacteroides	IMPA1
Peptostreptococcus	RAF1
Eubacterium	SERPINA1
Dorea	PC
Victivallis	PRKCZ
Mitsuokella	CAMKK2
Fusobacterium	ATP2C1
Granulicatella	FYN
Comamonas	ABCC9
Anaerostipes	PECR
Anaerostipes	GSK3A
Ruminococcus	MKNK2
Weissella	ABCB1
Escherichia	ITK
Faecalibacterium	PCYT1A
Peptoniphilus	TOP2A
Providencia	MTR
Proteus	G6PD
Peptoniphilus	HSP90AB1
Bacteroides	DHRS3
Turicibacter	MAP3K12
Ruminococcus	MUSK
Treponema	ULK3
Peptostreptococcus	PYCR2
Methanobrevibacter	WARS
Pyramidobacter	IMPDH2
Bacteroides	PLK4
Turicibacter	SDSL
Subdoligranulum	DNMT1
Collinsella	SLC3A1
Roseburia	GPT2
Blautia	GANAB
Ruminococcus	ABCC8
Dialister	SLC1A5
Phascolarctobacterium	MAP3K9
Anaerofustis	GART
Streptococcus	MAP3K9
Escherichia	ATP4A
Dorea	HARS
Atopobium	MAP3K11
Eggerthella	STK32A
Oribacterium	ULK2
Peptostreptococcus	UCK2
Enterococcus	IMPA1
Alistipes	GCAT
Providencia	ATP6V1A
Coprococcus	RDH14
Clostridium	CSK
Acidaminococcus	RPS6KA1
Coprococcus	ULK1
Anaerococcus	MAP3K15
Mitsuokella	CDK17
Helicobacter	KYAT1
Weissella	GPD1
Citrobacter	KYAT3
Mitsuokella	NEK2
Anaerostipes	SRC
Bacteroides	PRKACA
Acidaminococcus	GPT
Veillonella	MKNK1
Anaerofustis	HSD17B8
Faecalibacterium	PPIF
